id_facility,name,address,city,state,zip
304,Monical's Pizza,102 W Vine ST,TOLONO,IL,61880
97,Monical's Pizza,114 S Lombard,MAHOMET,IL,61853
986,Monical's Pizza,205 N Mattis,CHAMPAIGN,IL,61821
1179,Monical's Pizza,2720 S Philo RD,URBANA,IL,61802
37,Monical's Pizza,320 E Champaign AVE,RANTOUL,IL,61866
1180,Monical's Pizza,703 N Third ST,ST. JOSEPH,IL,61873
2646,Monoloco,612 E Daniel ST,CHAMPAIGN,IL,61820
156,Montessori School,1403 Regency DR,SAVOY,IL,61874
1905,Mr. Gas Plus,808 E Main ST,URBANA,IL,61802
2328,Mt. Olive Miss. Baptist Church (Summer Food),808 S Bradley AVE,CHAMPAIGN,IL,61820
1423,Multicultural Center Inc.,1126 Country Club LN,RANTOUL,IL,61866
477,Murphy's Pub,604 E Green,CHAMPAIGN,IL,61820
1575,My Thai,2312 W Springfield AVE,CHAMPAIGN,IL,61822
2284,Nando Milano Trattoria,202 N Neil ST,CHAMPAIGN,IL,61820
848,Natural Gourmet,"2225 S Neil St., Ste. G",CHAMPAIGN,IL,61820
1422,Neighbors @ the Ice House,703 N Prospect AVE,CHAMPAIGN,IL,61820
2072,Neil St. Food & Liquor,701 N Neil ST,CHAMPAIGN,IL,61820
2247,Nelson's Catering @ Wyndham,1001 W Killarney ST,URBANA,IL,61801
1624,New Life Fellowship (Food Pantry),1211 E Kerr,URBANA,IL,61801
1159,Newman Hall by Hendrick House,604 E Armory AVE,CHAMPAIGN,IL,61820
1995,Newman Shares (Food Pantry),604 E Armory DR,CHAMPAIGN,IL,61820
683,Next Generation,1201 W Windsor RD,CHAMPAIGN,IL,61821
2161,Next Generation School,2508 Galen DR,CHAMPAIGN,IL,61821
2369,Nika House,112 E John ST UNIT 101,CHAMPAIGN,IL,61820
514,Niro's Gyros,1007 W University AVE,URBANA,IL,61801
2118,Niro's Gyros,2001 W Springfield AVE,CHAMPAIGN,IL,61821
2588,Nitro Cup Coffee @ Marble's,104 W Tomaras AVE,SAVOY,IL,61874
781,Noodles & Company,528 E Green ST UNIT 102,CHAMPAIGN,IL,61820
2170,North Forty,301 S Main ST PO BOX 432,GIFFORD,IL,61847
115,Northview Elem. School,400 N Sheldon ST,RANTOUL,IL,61866
1935,Novak Academy,815 N Randolph ST,CHAMPAIGN,IL,61820
824,O'Charley's,730 W Town Center BLVD,CHAMPAIGN,IL,61822
173,Oberweis Dairy Trk. 1,"1103 N M.L. King Dr., 3B",Bloomington,IL,61701
997,Oberweis Dairy Trk. 1,"1103 N Martin Luther King, 3B",Bloomington,IL,61701
1924,Office II,302 S Country Fair DR,CHAMPAIGN,IL,61821
1634,Ogden Council of Churches @ OUMC (Food Pantry),105 W Main ST PO BOX 37,OGDEN,IL,61859
1587,Oishi,2501 N Prospect AVE,CHAMPAIGN,IL,61822
1416,Old Chicago Pasta & Pizza,1910 N Neil ST,CHAMPAIGN,IL,61820
189,Old Orchard Lanes,901 N Dunlap,SAVOY,IL,61874
155,Old Orchard Links,907 N Dunlap,SAVOY,IL,61874
667,Old Time Meat & Deli Shoppe,2018 S Neil ST,CHAMPAIGN,IL,61820
443,Olive Garden No. 1176,30 E Anthony DR,CHAMPAIGN,IL,61820
690,Original Pancake House,1909 W Springfield AVE STE A,CHAMPAIGN,IL,61821
2545,Ott's Drive-In,400 N Century BLVD,RANTOUL,IL,61866
961,Outback Steakhouse,2402 N Prospect AVE,CHAMPAIGN,IL,61821
2552,Ozu Ramen,601 S Sixth ST STE 102,CHAMPAIGN,IL,61820
320,Padano's Pizza Co.,"209 N Main, P.O. Box 282",ST. JOSEPH,IL,61873
1646,Panchero's Mexican Grill,102 E University AVE STE B,URBANA,IL,61801
2304,Panchero's Mexican Grill,2009 S Neil ST,CHAMPAIGN,IL,61821
1239,Panda Express,2521 N Prospect AVE,CHAMPAIGN,IL,61821
2043,Panda Express,627 S Wright ST,CHAMPAIGN,IL,61820
2610,Panda Express No. 2836,106 E University AVE,URBANA,IL,61801
642,Panda Express No. 491,2000 N Neil,CHAMPAIGN,IL,61820
2697,Pandamonium Doughnuts,1105 W Windsor RD,CHAMPAIGN,IL,61821
2116,Pandamonium Doughnuts (Booth),1105 W Windsor RD,CHAMPAIGN,IL,61821
2204,Pandamonium Doughnuts (Mobile),1105 W Windsor RD,CHAMPAIGN,IL,61821
1358,Panera Bread,616 E Green ST,CHAMPAIGN,IL,61820
1186,Panera Bread No. 1291,1765 W Kirby,CHAMPAIGN,IL,61821
1187,Panera Bread No. 1297,1903 Convenience PL,CHAMPAIGN,IL,61820
2318,Papa Del's Pizza Factory,1201 S Neil ST,CHAMPAIGN,IL,61820
1583,Papa John's Pizza,225 E Congress AVE,RANTOUL,IL,61866
1918,Papa John's Pizza No. 1186,2104 W Springfield AVE,CHAMPAIGN,IL,61821
1917,Papa John's Pizza No. 3603,1307 E Florida AVE,URBANA,IL,61801
1916,Papa John's Pizza No. 74,106 E Green ST,CHAMPAIGN,IL,61820
370,Papa John's Trailer No. 1 (County),1307 E Florida AVE,URBANA,IL,61801
1227,Papa John's Trailer No. 1 (Mobile) CU,1307 E Florida AVE,URBANA,IL,61801
1007,Papa Murphy's,"114 N Vine St., Ste. C",URBANA,IL,61801
1114,Papa Murphy's,1753 W Kirby,CHAMPAIGN,IL,61821
2711,Paris Super Crepes,601 S Sixth ST STE 106,CHAMPAIGN,IL,61820
2556,Parkland Child Development (Summer Food),2400 W Bradley AVE BLDG G,CHAMPAIGN,IL,61821
914,Parkland Child Development Ctr.,2400 W Bradley AVE BLDG G,CHAMPAIGN,IL,61821
1884,Parkland College Gym Concessions,2400 W Bradley AVE,CHAMPAIGN,IL,61821
866,Pavilion,809 W Church ST,CHAMPAIGN,IL,61820
682,Pavilion Foundation School,810 W Church ST,CHAMPAIGN,IL,61820
211,Peace Meal,221 S David,SIDNEY,IL,61877
215,Peace Meal,500 E Second,HOMER,IL,61849
301,Peace Meal,520 E Wabash AVE,RANTOUL,IL,61866
2500,Pearl's,1306 N Prospect AVE,CHAMPAIGN,IL,61820
2414,Pekara Bakery & Bistro,116 N Neil ST,CHAMPAIGN,IL,61820
1105,Peking Garden,206 N Randolph,CHAMPAIGN,IL,61820
6,Peking House,806 Eastwood DR,MAHOMET,IL,61853
1091,Penn Station - East Coast Subs,908 W Town Center,CHAMPAIGN,IL,61822
1046,Penn Station East Coast Subs,605 S Sixth ST,CHAMPAIGN,IL,61820
759,Perkin's Restaurant  & Bakery No. 1202,1214 W University,URBANA,IL,61801
1677,Peter Pan Too Learning Center,1305 S Mattis AVE,CHAMPAIGN,IL,61821
2445,Phi Delta Theta Fraternity,309 E Chalmers ST,CHAMPAIGN,IL,61820
2454,Phi Kappa Psi Fraternity,911 S Fourth ST,CHAMPAIGN,IL,61820
2618,Phi Kappa Tau Fraternity,310 E Gregory,CHAMPAIGN,IL,61820
2742,Phi Mu Sorority,1108 S First ST,CHAMPAIGN,IL,61820
2465,Phi Sigma Kappa Fraternity,1004 S Second ST,CHAMPAIGN,IL,61820
2483,Phi Sigma Sigma Sorority,902 S Second ST,CHAMPAIGN,IL,61820
2332,Phillips Recreation Center (Summer Food),505 W Stoughton,URBANA,IL,61801
1645,Philo Gas & Car Wash,102 S Lincoln ST,PHILO,IL,61864
33,Philo Tavern,101-1/2 W Washington ST PO BOX 528,PHILO,IL,61864
2095,Pho Cafe,611 E Green ST STE B,CHAMPAIGN,IL,61820
2476,Pi Beta Phi Sorority,1005 S Wright ST,CHAMPAIGN,IL,61820
2462,Pi Kappa Phi Fraternity,306 E Gregory DR,CHAMPAIGN,IL,61820
438,Pia's Sports Bar & Grill,1609 W Springfield,CHAMPAIGN,IL,61821
433,Piato Cafe & Catering,201 Lincoln Square,URBANA,IL,61801
2108,Piato To Go (Mobile),300 S Broadway UNIT FC-2,URBANA,IL,61801
2230,Piccadilly Beverage Shop,2202 W John ST,CHAMPAIGN,IL,61821
2623,Pie's the Limit,2510 Village Green PL,CHAMPAIGN,IL,61822
894,Pipa's Pub,604 S Country Fair DR,CHAMPAIGN,IL,61821
990,Pizza Hut No. 2619,409 N Mattis AVE,CHAMPAIGN,IL,61821
803,Pizza Hut No. 2620,411 E Green ST,CHAMPAIGN,IL,61820
171,Pizza Hut No. 2733,2020 Lon DR,RANTOUL,IL,61866
1859,Pizza Hut No. 2735,1317 Savoy Plaza LN,SAVOY,IL,61874
1967,Pizza M,208 W Main ST,URBANA,IL,61801
2112,Pizza Roma,106 W Division ST PO BOX 387,FISHER,IL,61843
2251,Pizzeria Antica,10 E Chester ST,CHAMPAIGN,IL,61820
118,Pleasant Acres Elem. School,1625 Short ST,RANTOUL,IL,61866
1728,Po' Boys,202 E University AVE STE C,URBANA,IL,61801
2260,Pop Stop Commissary @ Cracked Commissary,1205 N Harris ST,CHAMPAIGN,IL,61820
150,Pop's Place,"104 E Thomas, P.O. Box 202",LUDLOW,IL,60949
2600,Popalicious Gourmet Popcorn,202 E University AVE STE E,URBANA,IL,61801
2002,Popeye's Louisiana Kitchen,910 W Bloomington RD,CHAMPAIGN,IL,61821
2554,Portillo's Hot Dogs,2306 N Prospect AVE,CHAMPAIGN,IL,61822
1097,Potbelly Sandwich Works,501 E Green ST,CHAMPAIGN,IL,61820
743,Prairie Center,122 W Hill ST,CHAMPAIGN,IL,61820
1263,Prairie Fruits Farm,4410 N Lincoln AVE,CHAMPAIGN,IL,61822
1128,Prairie Fruits Farm (Booth),4410 N Lincoln AVE,CHAMPAIGN,IL,61822
735,Prairie Winds of Urbana,1905 Prairie Winds Drive,URBANA,IL,61802
185,Prairieview-Ogden Jr. High,2499 CR 2100E ST,THOMASBORO,IL,61878
186,Prairieview-Ogden North Elementary,106 N Vine ST,ROYAL,IL,61871
182,Prairieview-Ogden So. Elementary,304 N Market ST,Odgen,IL,61859
2520,PrepFreezeCook,2502 Village Green PL,CHAMPAIGN,IL,61822
1377,Presby Hall by A Pinch of This Catering,809 S Fifth ST,CHAMPAIGN,IL,61820
729,Presence Covenant Medical Center,1400 W Park ST,URBANA,IL,61801
123,Prince of Peace Community Early Learning Ctr.,802 E Douglas,ST. JOSEPH,IL,61873
2661,Project 47 Smokehouse,101 S Lombard ST,MAHOMET,IL,61853
2658,Prospect Mini Mart,1406 N Prospect AVE,CHAMPAIGN,IL,61820
2470,Psi Upsilon Fraternity,313 E Armory AVE,CHAMPAIGN,IL,61820
2129,Qdoba Mexican Grill @ Illini Union,1401 W Green ST,URBANA,IL,61801
1374,Quality,110 N Neil ST,CHAMPAIGN,IL,61820
1881,Quality Inn & Suites,305 Marketview DR,CHAMPAIGN,IL,61821
206,Quarters Inn & Suites,200 Linden AVE,RANTOUL,IL,61866
466,Quencher Smoothies,2000 N Neil ST,CHAMPAIGN,IL,61820
1030,Quick Shop,1511 E Washington,URBANA,IL,61802
518,R.E.A.D.Y. Program,45 E University,CHAMPAIGN,IL,61820
530,Radio Maria,119 N Walnut,CHAMPAIGN,IL,61821
944,Rainbow Garden,1402 S Neil ST,CHAMPAIGN,IL,61820
1655,Rainbow Garden,202 E University AVE,URBANA,IL,61801
884,Ramada Ltd.,902 W Killarney ST,URBANA,IL,61801
204,Rantoul Food Mart,515 S Maplewood DR,RANTOUL,IL,61866
1726,Rantoul H.S. Concessions (Indoor),200 S Sheldon ST,RANTOUL,IL,61866
382,Rantoul H.S. Concessions (Outdoor),200 S Sheldon,RANTOUL,IL,61866
139,Rantoul Head Start,104 Nightengale CT,RANTOUL,IL,61866
1437,Rantoul Pub,114 E Congress,RANTOUL,IL,61866
2255,Rantoul Public House,108 N Garrard ST,RANTOUL,IL,61866
234,Rantoul Super 8,207 S Murray RD,RANTOUL,IL,61866
48,Rantoul Township High School,200 S Sheldon,RANTOUL,IL,61866
2330,Rantoul Twp. High School (Summer Food),200 S Sheldon ST,RANTOUL,IL,61866
2278,Rantoul VFW Post 6750,673 N Ohio ST,RANTOUL,IL,61866
2693,Red Bicycle Ice Cream,2740 S Philo RD STE D,URBANA,IL,61802
2142,Red Cape Hot Pot,112 E Green ST STE A,CHAMPAIGN,IL,61820
2038,Red Fox,2000 N Market ST,CHAMPAIGN,IL,61820
860,Red Herring Restaurant,1209 W Oregon,URBANA,IL,61801
502,Red Lion,211 E Green ST,CHAMPAIGN,IL,61820
2582,Red Lion (Mobile Bar),211 E Green ST,CHAMPAIGN,IL,61820
648,Red Lobster No. 6226,1901 N Prospect,CHAMPAIGN,IL,61821
2401,Red Robin,2010 N Neil ST,CHAMPAIGN,IL,61820
45,Red Wheel Restaurant,741 Broadmeadow RD,RANTOUL,IL,61866
913,Refinery (Downstairs Jc Bar & Kit/Recept Bar),2302 W John ST,CHAMPAIGN,IL,61821
2109,Reflections Memory Care,62 E Airport RD,SAVOY,IL,61874
2137,Regal Chocolates @ Marble's,104 W Tomaras AVE,SAVOY,IL,61874
1951,Residence Inn by Marriott,502 W Marketview DR,CHAMPAIGN,IL,61822
1525,Restoration Urban Ministries (Food Pantry),1213 Parkland CT PO BOX 3277,CHAMPAIGN,IL,61821
654,Ribeye of Champaign,1701 S Neil ST,CHAMPAIGN,IL,61820
2407,Rich's Family Restaurant,305 W Ellen ST,OGDEN,IL,61859
1795,Rick's Bakery Cafe,2018 S Philo RD,URBANA,IL,61802
2421,Riggs Beer Company,1901 S High Cross RD,URBANA,IL,61802
2656,Right Hand (Food Pantry),1281 Eater DR PO BOX 5495,RANTOUL,IL,61866
350,Road Ranger No. 132,4910 N Market,CHAMPAIGN,IL,61821
487,Robeson School,2501 Southmoor DR,CHAMPAIGN,IL,61820
1897,Roch's,101 N Main ST PO BOX 875,ST. JOSEPH,IL,61873
2501,Rosati's Concessions & Catering (Booth),701 S Gregory STE H,URBANA,IL,61801
1010,Rosati's Pizza,701 S Gregory,URBANA,IL,61801
422,"Rosebowl Tavern, Ltd.",106 N Race,URBANA,IL,61801
1651,Round Barn Banquet Center,1900 Round Barn RD,CHAMPAIGN,IL,61821
1607,Route 45 Wayside,101 S Chestnut,PESOTUM,IL,61863
43,Rube's Country Cooking (Mobile),207 Florida RD PO BOX 457,GIFFORD,IL,61847
2217,Rube's Country Cooking Commissary,207 Florida DR PO BOX 457,GIFFORD,IL,61847
2298,Ruby's IV,510 N Cunningham AVE STE 12,URBANA,IL,61801
2297,Ruby's V,515 Town Center BLVD,CHAMPAIGN,IL,61821
2288,Ruhter Bison,3404 Memory LN,URBANA,IL,61802
2029,Ruler Foods,2002 W Springfield AVE,CHAMPAIGN,IL,61821
1904,Ruler Foods,716 W Town Center BLVD,CHAMPAIGN,IL,61822
2673,S & S Foods,310 Tiffany CT STE E,CHAMPAIGN,IL,61822
2174,Sadorus Food Pantry @ Village Hall,115 E Market ST PO BOX 198,SADORUS,IL,61872
2014,Sakanaya Restaurant,403 E Green ST,CHAMPAIGN,IL,61820
2566,Salad Meister,601 S Sixth ST STE 104,CHAMPAIGN,IL,61820
1496,Salt & Light (Food Pantry),1512 W Anthony DR,CHAMPAIGN,IL,61821
627,Salvation Army/Food Pantry,2212 N Market PO BOX 618,CHAMPAIGN,IL,61822
455,Sam's Caf̩,115 N Walnut,CHAMPAIGN,IL,61820
875,Sam's Club 8197 (Demo/Bak/Pizz/Deli),915 W Marketview DR,CHAMPAIGN,IL,61822
940,Sam's Club No. 8197 (Groc/Meat),915 W Marketview DR,CHAMPAIGN,IL,61820
429,Sammy's Pancake House,1206 N Mattis,CHAMPAIGN,IL,61821
484,Starbucks No. 9706,503 E Green ST,CHAMPAIGN,IL,61820
597,Steak n Shake,2009 N Kenyon RD,URBANA,IL,61802
437,Steak n Shake No. 11,1709 S Neil ST,CHAMPAIGN,IL,61820
649,Steak n Shake No. 204,2010 N Prospect,CHAMPAIGN,IL,61821
1500,Stevick Senior Center (Food Pantry),15 Main ST,CHAMPAIGN,IL,61820
2605,Stone Creek Food Pantry - Rantoul,3105 N Maplewood DR,RANTOUL,IL,61866
2097,Stone Creek Food Pantry @ Grace UMC,2004 S Philo RD,URBANA,IL,61801
1710,Stratton Elem. School (Summer Food),902 N Randolph ST,CHAMPAIGN,IL,61820
851,Stratton School,902 N Randolph,CHAMPAIGN,IL,61820
2273,Strawberry Field Store,306 W Springfield AVE,URBANA,IL,61801
2399,San Maru,2504 Village Green PL,CHAMPAIGN,IL,61822
121,Sangamon Elem. School,601 E Jefferson,MAHOMET,IL,61853
585,Sarku Japan,2000 N Neil,CHAMPAIGN,IL,61820
1115,Save-a-Lot No. 477,220 N. Broadway,URBANA,IL,61801
187,Savoy Head Start,310 W Church,SAVOY,IL,61874
2657,Savoy United Methodist Church,3002 W Old Church RD,CHAMPAIGN,IL,61822
669,Sbarro at Illini Union,1401 W Green ST,URBANA,IL,61801
2760,SBL Peace Meal @ Round Barn,2000 W John ST,CHAMPAIGN,IL,61821
2761,SBL Peace Meal @ Steer Place,1202 E Harding DR,URBANA,IL,61801
2762,SBL Peace Meal @ Sunnycrest,1004 E Sunnycrest DR,URBANA,IL,61801
86,Subway,1005 S Purnell,MAHOMET,IL,61853
1347,Subway,104 N Long,TOLONO,IL,61880
345,Subway,1319 N Dunlap,SAVOY,IL,61874
2505,Subway,1713 W Kirby AVE,CHAMPAIGN,IL,61822
2662,Subway,220 E Warren ST,ST. JOSEPH,IL,61873
1098,Subway,2409 Village Green PL,CHAMPAIGN,IL,61822
1298,Subway,2740 S Philo RD STE A,URBANA,IL,61802
1203,Subway,333 S Century,RANTOUL,IL,61866
481,Subway,45 E University,CHAMPAIGN,IL,61822
64,Subway,703 Eastwood,MAHOMET,IL,61853
967,Subway,706 Marketview DR,CHAMPAIGN,IL,61821
2252,Subway,725 W Champaign AVE,RANTOUL,IL,61866
674,Subway,802 W University,URBANA,IL,61801
1714,Subway @ Wal-Mart,100 S High Cross RD,URBANA,IL,61802
1715,Subway @ Wal-Mart,2610 N Prospect AVE,CHAMPAIGN,IL,61821
1791,Subway @ Wal-Mart,505 S Dunlap AVE,SAVOY,IL,61874
2506,Subway No. 17464,610 E Daniel ST,CHAMPAIGN,IL,61820
2346,Subway No. 32309,701 S Gregory DR,URBANA,IL,61801
2508,Subway No. 47229,4202 W Springfield AVE,CHAMPAIGN,IL,61821
2345,Subway No. 5371,1101 N Mattis AVE,CHAMPAIGN,IL,61821
2344,Subway No. 642,616 E Green ST STE A,CHAMPAIGN,IL,61820
2507,Subway No. 7480,1401 S Neil ST,CHAMPAIGN,IL,61820
809,Sun Singer Wine & Spirits,1115 W Windsor,CHAMPAIGN,IL,61821
767,Sunny China Buffet,1703 S Philo RD,URBANA,IL,61802
1753,Super 8,202 W Marketview DR,CHAMPAIGN,IL,61820
2495,Super Niro's Gyros,608 W Town Center BLVD,CHAMPAIGN,IL,61822
1972,Super Taco,519 W Town Center BLVD,CHAMPAIGN,IL,61822
1368,Super Wok,1737 W Kirby AVE,CHAMPAIGN,IL,61821
1668,Sushi Ichiban,619 S Wright ST,CHAMPAIGN,IL,61820
806,Sushi Kame,132 W Church ST,CHAMPAIGN,IL,61820
2379,Sushi Nara Express @ County Market,331 E Stoughton ST,CHAMPAIGN,IL,61820
2572,Sushi Nara Express @ Harvest Market,2029 S Neil ST,CHAMPAIGN,IL,61820
1259,Sushi Rock,621 E Green ST,CHAMPAIGN,IL,61820
2593,Sushi With Gusto @ Mahomet IGA,202 Eastwood DR,MAHOMET,IL,61853
832,Swann Special Care Center,109 Kenwood RD,CHAMPAIGN,IL,61821
11,Sweet Designs,"703 Eastwood Ctr. Dr., Ste. B",MAHOMET,IL,61853
1474,Sweet Indulgence,1121 W Windsor RD,CHAMPAIGN,IL,61821
99,Sweet Memories,2205 E 3000N Rd./US 136,GIFFORD,IL,61847
1781,Sylvia's Irish inn,312 W Green ST,URBANA,IL,61801
1059,Schnuck's (Deli),1301 Savoy Plaza LN,SAVOY,IL,61874
1808,Schnuck's (Groc),109 N Mattis AVE,CHAMPAIGN,IL,61821
168,Schnuck's (Groc),1301 Savoy Plaza LN,SAVOY,IL,61874
1061,Schnuck's (Mt/Sfd/Bak/Prod),1301 Savoy Plaza LN,SAVOY,IL,61874
906,Schnucks (Bak/Mt/Sfd/Prod),109 N Mattis,CHAMPAIGN,IL,61821
876,Schnucks (Deli/Food Bar),109 N Mattis AVE,CHAMPAIGN,IL,61821
571,Schnucks (Deli/Food Bar),200 N Vine,URBANA,IL,61801
503,Schnucks (Mt/Sfd/Bak/Prod),200 N Vine,URBANA,IL,61801
783,Schnucks Market (Groc),200 N Vine,URBANA,IL,61801
1632,Schwan's Truck No. 13381,802 W Hickory,MAHOMET,IL,61853
733,Schwan's Truck No. 13793,802 W Hickory,MAHOMET,IL,61853
259,Schwan's Truck No. 14187,802 W Hickory,MAHOMET,IL,61853
244,Schwan's Truck No. 14238,802 W Hickory,MAHOMET,IL,61853
1630,Schwan's Truck No. 14239,802 W Hickory,MAHOMET,IL,61853
245,Schwan's Truck No. 14255,802 W Hickory,MAHOMET,IL,61853
254,Schwan's Truck No. 14336,802 W Hickory,MAHOMET,IL,61853
257,Schwan's Truck No. 14637,802 W Hickory,MAHOMET,IL,61853
252,Schwan's Truck No. 15105,802 W Hickory,MAHOMET,IL,61853
1631,Schwan's Truck No. 19784,802 W Hickory,MAHOMET,IL,61853
721,Schwan's Truck No. 19916,802 W Hickory,MAHOMET,IL,61853
275,Schwan's Truck No. 19928,802 W Hickory,MAHOMET,IL,61853
2135,Scotsman's Kitchen @ Marble's,104 W Tomaras AVE,SAVOY,IL,61874
2532,Scotty's Brewhouse,2001 S Neil ST,CHAMPAIGN,IL,61820
122,Second Cup,336 S Century BLVD,RANTOUL,IL,61866
317,Senator's Bar & Grill,801 N Dunlap,SAVOY,IL,61874
2408,Seoul Taco,608 S Sixth ST,CHAMPAIGN,IL,61820
1000,Seven Saints,32 Chester ST,CHAMPAIGN,IL,61820
1152,Sholem Pool,2200 W Sangamon,CHAMPAIGN,IL,61821
175,Shooters Bar & Grill,215 S Tanner,RANTOUL,IL,61866
748,Siam Terrace,212 W Main ST,URBANA,IL,61801
276,Sidney Dairy Barn,311 W Main,SIDNEY,IL,61877
2089,Sidney Dairy Barn Moo Mobile (County),311 W Main ST PO BOX 13,SIDNEY,IL,61877
1899,Sidney Saloon,204 S David ST PO BOX 80,SIDNEY,IL,61877
2438,Sigma Alpha Epsilon Fraternity,211 E Daniel ST,CHAMPAIGN,IL,61820
2448,Sigma Alpha Mu Fraternity,301 E Armory AVE,CHAMPAIGN,IL,61820
2451,Sigma Chi Fraternity,410 E John ST,CHAMPAIGN,IL,61820
2479,Sigma Delta Tau Sorority,1104 W Nevada ST,URBANA,IL,61801
2455,Sigma Nu Fraternity,1009 W Pennsylvania AVE,URBANA,IL,61801
2456,Sigma Phi Delta Fraternity,302 E Gregory DR,CHAMPAIGN,IL,61820
567,Silver Bullet Bar,1401 E Washington,URBANA,IL,61802
801,Silvercreek,402 N Race,URBANA,IL,61801
1993,Sitara Indian Restaurant & Lounge,114 S Race ST,URBANA,IL,61801
2647,Sitka Salmon Shares (Mobile Freezer),106 S Cherry ST,Galesburg,IL,61401
56,Skateland,208 W Curtis RD,SAVOY,IL,61874
2630,Slice Factory,625 E Green ST,CHAMPAIGN,IL,61820
2499,Slim Chickens,2037 S Neil ST,CHAMPAIGN,IL,61820
2688,Smoked (Mobile) @ S & S Foods,310 Tiffany CT STE E,CHAMPAIGN,IL,61822
2111,Smoky's House BBQ,1333 Savoy Plaza LN STE 8,SAVOY,IL,61874
1612,Smoothie King,1912 Round Barn RD UNIT A,CHAMPAIGN,IL,61821
2425,Smoothie King No. 1408,1904 S Neil ST,CHAMPAIGN,IL,61820
2248,Snow Meets Coffee,1 E Main ST STE 108,CHAMPAIGN,IL,61820
1694,Soccer Planet,2310 N Willow RD,URBANA,IL,61802
565,Soma,320 N Neil ST,CHAMPAIGN,IL,61820
176,Sonic Drive-In,101 Calvin,SAVOY,IL,61874
821,Sonic Drive-In,601 N Mattis,CHAMPAIGN,IL,61821
2402,South China,25 E Springfield AVE,CHAMPAIGN,IL,61820
950,South Side School,712 S Pine,CHAMPAIGN,IL,61820
2703,Spark Museum & Play Cafe / Lumen Events,142 Lincoln Square,URBANA,IL,61801
1584,Spoon House,616 E Green ST STE B,CHAMPAIGN,IL,61820
1572,Springer Cultural Center (Summer Food),301 N Randolph ST,CHAMPAIGN,IL,61820
953,St. John Lutheran School,509 S Mattis,CHAMPAIGN,IL,61821
61,St. Joseph Comm. Consd. School,"404 S Fifth St., Box 409",ST. JOSEPH,IL,61873
1241,St. Joseph Community Park Concessions,2007 E Grand,ST. JOSEPH,IL,61873
29,St. Joseph IGA (Deli/Bakery),205 N Main,ST. JOSEPH,IL,61873
213,St. Joseph IGA (Groc),205 N Main,ST. JOSEPH,IL,61873
117,St. Joseph Middle School,606 E Peters DR,ST. JOSEPH,IL,61873
125,St. Joseph-Odgen High School,"301 N Main, P.O. Box 890",ST. JOSEPH,IL,61873
1865,St. Joseph-Ogden H.S. Concession,301 N Main ST,ST. JOSEPH,IL,61873
2638,St. Luke C.M.E. Church (Food Pantry),809 N Fifth ST,CHAMPAIGN,IL,61820
126,St. Malachy School & Indoor Concession,"340 E Belle Ave., Ste. 1",RANTOUL,IL,61866
1885,St. Patrick's Catholic Church (Food Pantry),212 E Washington ST,TOLONO,IL,61880
946,St. Patrick's Church/Food Pantry,708 W Main ST,URBANA,IL,61801
1698,St. Thomas More Concessions (Outdoor),3901 N Mattis AVE,CHAMPAIGN,IL,61822
1499,St. Vincent DePaul @ HC (Food Pantry),405 W Clark ST,CHAMPAIGN,IL,61820
2050,Stagecoach at Gordyville,2203 CR 3000N,GIFFORD,IL,61847
2524,Star BBQ Restaurant,1209 Savoy Plaza LN,SAVOY,IL,61874
167,Star Karaoke,503 Lyndhurst Alley,SAVOY,IL,61874
2299,Starbuck's No. 25140,2011 S Neil ST,CHAMPAIGN,IL,61820
1029,Starbucks,102 N Vine ST,URBANA,IL,61802
931,Starbucks Coffee No. 10448,2702 N Prospect,CHAMPAIGN,IL,61822
291,T & T Tavern,101 N Century BLVD,RANTOUL,IL,61866
209,Taco Bell,715 W Champaign,RANTOUL,IL,61866
862,Taco Bell No. 16248,1003 W University AVE,URBANA,IL,61801
596,Taco Bell No. 19611,1910 W Springfield,CHAMPAIGN,IL,61821
1033,Taco Bell No. 21530,1707 S Neil ST,CHAMPAIGN,IL,61820
646,Taco Bell No. 2834,10 E Anthony DR,CHAMPAIGN,IL,61820
2596,Taco John's,902 Meijer DR STE 8,CHAMPAIGN,IL,61822
2558,Taco Motorizado (Commissary) @ Marble's,104 W Tomaras AVE,SAVOY,IL,61874
2256,Taco Motorizado (Mobile) @ Marble's,104 W Tomaras AVE,SAVOY,IL,61874
2496,Tacos Locos (Mobile) @ El Progreso,1001 W Bloomington RD,CHAMPAIGN,IL,61820
2280,Taipei Cafe,512 E Green ST STE C,CHAMPAIGN,IL,61820
1939,Tang Dynasty,140 Lincoln Square Mall,URBANA,IL,61801
2124,Tang Dynasty Express No. 1 (Mobile),140 Lincoln Square,URBANA,IL,61801
2681,Tang Dynasty Express No. 2 (Mobile),140 Lincoln SQ,URBANA,IL,61801
2633,Target Starbucks,2102 N Prospect AVE,CHAMPAIGN,IL,61822
1085,Target Store,2102 N Prospect AVE,CHAMPAIGN,IL,61821
2395,Taste of Thai,124 E Sangamon AVE,RANTOUL,IL,61866
2553,Tasty Fish Chicken @ Grill,705 N Neil ST,CHAMPAIGN,IL,61820
1847,TCBY,1731 W Kirby AVE,CHAMPAIGN,IL,61821
2705,Teavana No. 28383,2000 N Neil ST SPC 375,CHAMPAIGN,IL,61820
769,Texas Roadhouse,204 N Country Fair DR,CHAMPAIGN,IL,61821
1876,TGI Friday's No. 2136,103 W Marketview DR,CHAMPAIGN,IL,61820
