id_facility,id_inspection,date,type
1663,259920,2017-09-05,Routine
1663,259811,2017-04-10,Routine
1663,130525,2016-09-07,Routine
1663,235731,2016-03-16,Reinspection
1663,235722,2016-03-09,Routine
1663,195170,2015-12-03,Routine
1663,195000,2015-05-06,Routine
1663,171005,2014-11-06,Routine
1663,83472,2014-05-13,Routine
1663,150800,2013-06-17,Routine
1663,150732,2013-02-28,Routine
1663,160698,2012-11-14,Routine
1663,121919,2012-07-17,Routine
1663,121807,2012-03-29,Routine
1663,115709,2011-12-22,Routine
1666,299674,2017-10-18,Routine
1666,243952,2016-09-14,Routine
1666,130141,2015-09-24,Routine
1666,83662,2014-09-17,Routine
1666,83291,2013-10-03,Routine
1666,82765,2012-09-18,Routine
1666,121673,2011-10-19,Routine
1667,195318,2016-06-10,Routine
1667,130059,2015-08-20,Routine
1667,198705,2014-08-06,Routine
1667,174723,2013-06-19,Routine
1667,82773,2012-09-26,Routine
1667,38495,2011-11-04,Routine
1668,269957,2017-08-14,Routine
1668,269817,2017-03-31,Routine
1668,266711,2016-11-08,Routine
1668,215890,2016-02-16,Routine
1668,199001,2015-09-14,Routine
1668,198898,2015-04-10,Routine
1668,175025,2014-10-23,Routine
1668,174886,2014-03-25,Routine
1668,83145,2013-07-08,Routine
1668,162757,2013-02-25,Routine
1668,156681,2012-10-30,Routine
1668,88094,2012-06-18,Routine
1668,87980,2012-02-02,Routine
1668,121674,2011-11-01,Routine
167,275775,2017-05-20,Routine
167,251753,2017-01-13,Routine
167,243957,2016-09-19,Routine
167,231876,2016-05-02,Routine
167,130121,2015-09-15,Routine
167,227667,2015-03-26,Routine
167,194903,2014-12-09,Reinspection
167,194878,2014-11-13,Routine
167,194676,2014-02-20,Routine
167,83161,2013-07-16,Routine
167,170684,2013-03-28,Routine
167,96034,2012-09-17,Routine
167,95932,2012-04-19,Reinspection
167,95931,2012-04-18,Routine
167,95868,2012-02-15,Reinspection
167,95827,2012-01-11,Routine
167,95745,2011-06-09,Routine
167,95687,2011-03-01,Routine
167,70697,2010-09-07,Routine
167,37783,2010-03-23,Routine
167,70686,2009-11-10,Routine
167,37348,2009-07-14,Routine
167,37142,2009-04-02,Routine
167,36942,2008-12-16,Routine
167,36718,2008-09-04,Routine
167,900,2008-02-11,Routine
1670,250069,2017-10-17,Routine
1670,251682,2016-10-03,Routine
1670,231766,2015-10-29,Routine
1670,180955,2014-07-09,Routine
1670,83257,2013-09-17,Routine
1670,82756,2012-09-10,Routine
1670,115687,2011-11-10,Routine
1673,275832,2017-07-03,Routine
1673,243871,2016-07-13,Routine
1673,229691,2015-04-28,Routine
1673,194793,2014-07-25,Routine
1673,83164,2013-07-18,Routine
1676,276936,2017-11-02,Routine
1676,275705,2017-03-20,Routine
1676,266698,2016-10-27,Routine
1676,215911,2016-03-15,Routine
1676,198998,2015-09-10,Routine
1676,198844,2015-02-24,Routine
1676,174971,2014-07-25,Routine
1676,174853,2014-02-24,Routine
1676,180769,2013-09-11,Routine
1676,180677,2013-04-10,Routine
1676,156694,2012-11-27,Routine
1676,87992,2012-02-16,Routine
1677,291676,2017-07-07,Routine
1677,266766,2017-02-16,Routine
1677,251716,2016-11-07,Routine
1677,243835,2016-06-16,Routine
1677,130264,2016-01-21,Routine
1677,130164,2015-10-09,Routine
1677,207697,2015-03-30,Routine
1677,180967,2014-07-24,Routine
1677,180821,2014-02-06,Routine
1677,166798,2013-08-19,Routine
1677,166682,2013-02-11,Routine
1677,164673,2012-10-26,Routine
1677,115887,2012-06-19,Routine
1677,38612,2012-03-12,Routine
1677,115701,2011-11-30,Routine
1677,38406,2011-08-16,Routine
1678,295714,2017-09-21,Routine
1678,243799,2016-05-12,Routine
1678,231767,2015-10-29,Routine
1678,83664,2014-09-18,Routine
1678,83259,2013-09-17,Routine
1678,82782,2012-10-03,Routine
1679,269929,2017-07-15,Routine
1679,130492,2016-08-19,Routine
1679,130074,2015-08-29,Routine
1679,83523,2014-06-23,Routine
1679,83046,2013-05-25,Routine
1679,82686,2012-06-22,Routine
1679,38298,2011-05-14,Routine
168,130310,2016-02-09,Routine
168,198753,2014-10-06,Routine
168,82849,2012-11-26,Routine
168,70705,2010-10-28,Routine
168,856,2008-01-17,Routine
1680,289682,2017-06-29,Routine
1680,130256,2016-01-19,Routine
1680,180826,2014-02-11,Routine
1680,166730,2013-04-04,Routine
1680,115784,2012-02-29,Routine
1680,121671,2011-10-14,Routine
1684,231932,2016-08-08,Routine
1684,194862,2014-10-21,Routine
1684,142668,2012-09-18,Routine
1687,275702,2017-03-15,Routine
1687,259713,2016-11-16,Routine
1687,231906,2016-06-09,Routine
1687,130136,2015-09-22,Routine
1687,181100,2015-03-16,Routine
1687,194899,2014-12-08,Reinspection
1687,194895,2014-12-03,Reinspection
1687,194881,2014-11-17,Routine
1687,194725,2014-04-14,Routine
1687,170750,2013-07-29,Routine
1687,164748,2013-02-19,Routine
1687,150681,2012-11-06,Routine
1687,95998,2012-07-31,Routine
1687,95892,2012-03-08,Routine
1687,87949,2011-12-19,Reinspection
1687,87939,2011-11-16,Routine
1688,275802,2017-06-12,Routine
1688,235668,2016-01-15,Routine
1688,129964,2015-06-19,Routine
1688,170856,2014-02-26,Routine
1688,82999,2013-04-16,Routine
1688,121814,2012-04-03,Routine
1688,115683,2011-11-07,Routine
1694,269860,2017-05-10,Routine
1694,198941,2015-05-30,Routine
1694,174912,2014-04-23,Routine
1694,162768,2013-03-05,Routine
1694,88003,2012-02-27,Routine
1698,250055,2017-10-06,Routine
1698,249698,2016-10-14,Routine
1698,130111,2015-09-11,Routine
1698,194858,2014-10-17,Routine
1698,83272,2013-09-20,Routine
1698,96043,2012-09-21,Routine
1700,286675,2017-06-06,Routine
1700,266773,2017-02-28,Routine
1700,243896,2016-08-02,Routine
1700,243714,2016-03-11,Routine
1700,231813,2015-12-11,Routine
1700,188671,2015-02-03,Routine
1700,181002,2014-09-18,Routine
1700,180855,2014-03-06,Routine
1700,166821,2013-09-19,Routine
1700,166739,2013-04-15,Routine
1700,82832,2012-11-06,Routine
1705,287675,2017-06-08,Reinspection
1705,259840,2017-05-09,Routine
1705,266750,2017-01-20,Routine
1705,243884,2016-07-22,Routine
1705,243700,2016-02-17,Routine
1705,231782,2015-11-16,Routine
1705,198878,2015-03-30,Routine
1705,180999,2014-09-10,Routine
1705,180870,2014-03-20,Routine
1705,166833,2013-10-16,Routine
1705,83103,2013-06-13,Routine
1705,164695,2012-11-19,Routine
1705,115913,2012-07-23,Routine
1707,256859,2017-06-13,Routine
1707,195333,2016-06-23,Routine
1707,215752,2015-07-15,Routine
1707,150977,2014-08-07,Routine
1707,83070,2013-06-05,Routine
1707,156688,2012-11-12,Routine
1708,250024,2017-09-18,Routine
1708,259681,2016-10-07,Routine
1708,130131,2015-09-21,Routine
1708,129693,2014-10-17,Routine
1708,83239,2013-09-03,Routine
1708,82824,2012-10-19,Routine
1709,291674,2017-07-03,Routine
1709,266772,2017-02-27,Routine
1709,251700,2016-10-25,Routine
1709,243822,2016-06-07,Routine
1709,130258,2016-01-20,Routine
1709,231731,2015-07-29,Reinspection
1709,231729,2015-07-22,Routine
1709,198887,2015-04-03,Routine
1709,181009,2014-10-01,Routine
1709,166828,2013-10-07,Routine
1709,164683,2012-11-05,Routine
1709,91710,2011-12-07,Routine
171,275852,2017-07-25,Routine
171,231877,2016-05-03,Routine
171,181086,2015-02-26,Routine
171,194771,2014-06-17,Routine
171,170713,2013-05-13,Routine
171,95972,2012-06-07,Routine
171,74826,2011-02-16,Routine
171,74752,2010-07-21,Routine
171,74717,2010-01-05,Routine
171,74708,2009-10-08,Routine
171,37042,2009-02-13,Routine
171,1128,2008-06-25,Routine
171,6668,2008-02-04,Routine
1710,129961,2015-06-16,Routine
1710,83534,2014-06-26,Routine
1710,83160,2013-07-16,Routine
1710,38325,2011-06-21,Routine
1712,250016,2017-09-12,Routine
1712,249676,2016-09-27,Routine
1712,130135,2015-09-22,Routine
1712,129715,2014-10-27,Routine
1712,83256,2013-09-17,Routine
1712,38533,2011-12-08,Routine
1713,250029,2017-09-21,Routine
1713,249751,2016-12-08,Routine
1713,130153,2015-09-28,Routine
1713,194834,2014-09-23,Routine
1713,83258,2013-09-17,Routine
1713,150702,2012-12-04,Routine
1713,38532,2011-12-08,Routine
1714,259834,2017-05-03,Routine
1714,243760,2016-04-17,Routine
1714,231672,2015-04-09,Routine
1714,180858,2014-03-07,Routine
1714,166771,2013-07-18,Routine
1714,115831,2012-04-12,Routine
1714,70719,2011-12-08,Routine
1715,259816,2017-04-14,Routine
1715,249714,2016-10-24,Routine
1715,231667,2015-04-03,Routine
1715,180827,2014-02-11,Routine
1715,166779,2013-07-25,Routine
1715,115865,2012-05-25,Routine
1715,70718,2011-11-22,Routine
1719,295715,2017-09-21,Routine
1719,251745,2016-12-05,Routine
1719,231811,2015-12-05,Routine
1719,83663,2014-09-18,Routine
1719,83294,2013-10-08,Routine
1719,115703,2011-12-01,Routine
172,256937,2017-09-08,Routine
172,256711,2017-01-06,Routine
172,195367,2016-08-22,Routine
172,195186,2016-01-12,Routine
172,215808,2015-09-29,Routine
172,215686,2015-03-31,Routine
172,194806,2014-08-15,Routine
172,194692,2014-03-07,Routine
172,170782,2013-09-20,Routine
172,164732,2013-01-31,Routine
172,96045,2012-09-27,Routine
172,95944,2012-05-03,Routine
172,95837,2012-01-20,Routine
172,121672,2011-10-19,Routine
172,74878,2011-05-24,Routine
172,74805,2011-01-19,Routine
172,80909,2010-10-15,Routine
172,80852,2010-06-29,Routine
172,80731,2010-02-05,Routine
172,80680,2009-10-30,Routine
172,40808,2009-06-11,Routine
172,40727,2009-01-21,Routine
172,36727,2008-09-04,Routine
172,6703,2008-05-13,Routine
172,846,2008-01-11,Routine
1720,250108,2017-11-02,Routine
1720,130127,2015-09-17,Routine
1720,83018,2013-04-26,Routine
1720,38364,2011-07-11,Routine
1723,291681,2017-07-14,Routine
1723,243748,2016-04-11,Routine
1723,129764,2015-01-12,Routine
1723,180857,2014-03-07,Routine
1723,166712,2013-03-12,Routine
1723,115922,2012-08-03,Routine
1724,270026,2017-11-02,Routine
1724,249740,2016-11-29,Routine
1724,199072,2015-11-10,Routine
1724,129723,2014-11-06,Routine
1724,83361,2013-11-25,Routine
1724,82839,2012-11-13,Routine
1724,38368,2011-07-19,Routine
1726,250035,2017-09-26,Routine
1726,249738,2016-11-22,Routine
1726,130216,2015-12-08,Routine
1726,194847,2014-09-30,Routine
1726,83254,2013-09-10,Routine
1726,96024,2012-09-06,Routine
1726,38480,2011-10-20,Routine
1728,256924,2017-08-25,Routine
1728,256778,2017-03-20,Routine
1728,256702,2016-11-28,Routine
1728,195299,2016-05-17,Routine
1728,130169,2015-10-19,Routine
1728,215703,2015-04-21,Routine
1728,198716,2014-08-27,Routine
1728,150941,2014-04-28,Routine
1728,174754,2013-07-31,Routine
1728,168678,2013-03-07,Routine
1728,62885,2012-08-30,Routine
1728,91724,2012-01-26,Routine
173,130024,2015-08-05,Routine
173,40810,2009-05-14,Routine
1730,256929,2017-08-30,Routine
1730,256780,2017-03-21,Routine
1730,269701,2016-11-07,Routine
1730,130363,2016-03-30,Reinspection
1730,195251,2016-03-09,Routine
1730,130171,2015-10-20,Routine
1730,215697,2015-04-13,Routine
1730,198727,2014-09-09,Routine
1730,150957,2014-05-27,Routine
1730,174808,2013-11-14,Routine
1730,83127,2013-06-27,Reinspection
1730,83040,2013-05-23,Routine
1730,162688,2012-11-28,Routine
1730,82735,2012-08-23,Routine
1730,82680,2012-06-15,Reinspection
1730,91751,2012-04-09,Routine
1730,38547,2011-12-19,Routine
1736,291690,2017-08-01,Routine
1736,130480,2016-08-09,Routine
1736,130038,2015-08-04,Routine
1736,83513,2014-06-17,Routine
1736,83180,2013-07-29,Routine
1736,115866,2012-05-25,Routine
1737,250017,2017-09-12,Routine
1737,130518,2016-09-01,Routine
1737,199036,2015-10-15,Routine
1737,129707,2014-10-23,Routine
1737,83251,2013-09-07,Routine
1737,82785,2012-10-03,Routine
1738,250020,2017-09-15,Routine
1738,130538,2016-09-16,Routine
1738,199049,2015-10-23,Routine
1738,83634,2014-09-02,Routine
1738,83250,2013-09-06,Routine
1738,82759,2012-09-17,Routine
174,249918,2017-07-14,Routine
174,249753,2016-12-09,Routine
174,130112,2015-09-12,Routine
174,194872,2014-10-30,Routine
174,83156,2013-07-12,Routine
174,82813,2012-10-13,Routine
174,38297,2011-05-16,Routine
174,37829,2010-04-09,Routine
174,37479,2009-10-09,Routine
174,1175,2008-07-13,Routine
1740,249695,2016-10-12,Routine
1740,148703,2014-01-14,Routine
1740,82741,2012-08-29,Routine
1741,275744,2017-04-24,Routine
1741,251731,2016-11-17,Routine
1741,243859,2016-07-05,Routine
1741,243705,2016-02-21,Routine
1741,231785,2015-11-17,Routine
1741,198872,2015-03-25,Routine
1741,180982,2014-08-14,Routine
1741,180845,2014-02-26,Routine
1741,166816,2013-09-11,Routine
1741,166738,2013-04-12,Routine
1741,164691,2012-11-15,Routine
1741,115923,2012-08-07,Routine
1741,115812,2012-03-28,Routine
1741,38544,2011-12-15,Reinspection
1741,115704,2011-12-06,Routine
1745,256955,2017-09-26,Routine
1745,256768,2017-03-08,Routine
1745,269724,2016-12-05,Reinspection
1745,269713,2016-11-22,Routine
1745,195297,2016-05-16,Routine
1745,215774,2015-08-11,Routine
1745,171051,2015-02-02,Routine
1745,83542,2014-06-30,Routine
1745,150903,2014-02-18,Routine
1745,174776,2013-09-17,Routine
1745,174669,2013-04-01,Routine
1745,162708,2012-12-19,Reinspection
1745,162684,2012-11-19,Routine
1745,121947,2012-08-17,Routine
1746,256919,2017-08-17,Routine
1746,256774,2017-03-15,Routine
1746,130523,2016-09-06,Routine
1746,243735,2016-03-28,Reinspection
1746,195264,2016-03-24,Reinspection
1746,195255,2016-03-14,Routine
1746,215806,2015-09-24,Routine
1746,207692,2015-03-24,Routine
1746,83585,2014-07-31,Routine
1746,150934,2014-04-10,Routine
1746,174759,2013-08-09,Routine
1746,174670,2013-04-03,Routine
1746,136707,2012-09-10,Routine
1746,121887,2012-06-08,Routine
1748,250023,2017-09-18,Routine
1748,130524,2016-09-02,Routine
1748,199050,2015-10-23,Routine
1748,83629,2014-08-29,Routine
1748,83308,2013-10-17,Routine
1748,115672,2011-10-21,Routine
1749,250064,2017-10-13,Routine
1749,130376,2016-04-19,Routine
1749,130068,2015-08-25,Routine
1749,129714,2014-10-25,Routine
1749,83242,2013-08-31,Routine
1749,82764,2012-09-11,Routine
175,256852,2017-06-09,Routine
175,269676,2016-10-11,Routine
175,215832,2015-10-22,Routine
175,198764,2014-10-16,Routine
175,83079,2013-06-10,Routine
175,88123,2012-07-26,Routine
175,74926,2011-09-28,Routine
175,37858,2010-05-05,Routine
175,74710,2009-10-15,Routine
175,40673,2008-09-04,Routine
1751,291718,2017-10-06,Routine
1751,243825,2016-06-08,Routine
1751,130248,2016-01-15,Routine
1751,231757,2015-10-14,Routine
1751,198840,2015-02-19,Routine
1751,181017,2014-10-07,Routine
1751,180866,2014-03-17,Routine
1751,166862,2013-12-02,Reinspection
1751,166843,2013-10-29,Routine
1751,166764,2013-07-09,Routine
1751,164700,2012-11-27,Reinspection
1751,164677,2012-10-30,Routine
1753,259769,2017-03-02,Routine
1753,235735,2016-03-22,Routine
1753,195018,2015-06-12,Routine
1753,83620,2014-08-22,Routine
1753,150869,2013-10-18,Routine
1756,231934,2016-08-12,Routine
1756,83427,2014-02-19,Routine
1756,38620,2012-03-27,Routine
1757,275850,2017-07-25,Routine
1757,251761,2017-01-24,Routine
1757,231914,2016-06-16,Routine
1757,231841,2016-02-22,Routine
1757,229745,2015-09-08,Routine
1757,181085,2015-02-26,Routine
1757,194839,2014-09-26,Routine
1757,194700,2014-03-18,Routine
1757,170758,2013-08-13,Routine
1757,170695,2013-04-11,Routine
1757,150699,2012-11-30,Routine
1757,82712,2012-08-06,Routine
1757,95916,2012-04-03,Routine
1757,74935,2011-12-08,Routine
1758,256868,2017-06-21,Routine
1758,256717,2017-01-11,Routine
1758,195339,2016-07-15,Routine
1758,195221,2016-02-11,Routine
1758,215765,2015-07-30,Routine
1758,171049,2015-02-02,Routine
1758,198669,2014-06-24,Routine
1758,150896,2014-02-07,Routine
1758,174745,2013-07-22,Routine
1758,160761,2013-01-29,Routine
1758,136705,2012-09-07,Routine
1758,121874,2012-05-26,Routine
1758,91720,2012-01-19,Routine
1758,38464,2011-10-04,Routine
1759,256881,2017-07-06,Routine
1759,256732,2017-02-01,Routine
1759,195385,2016-09-12,Routine
1759,195267,2016-03-30,Routine
1759,215840,2015-10-28,Routine
1759,215705,2015-04-27,Routine
1759,198675,2014-07-01,Routine
1759,150914,2014-03-07,Routine
1759,174749,2013-07-25,Routine
1759,82909,2013-01-31,Routine
1759,121916,2012-07-13,Routine
1759,121800,2012-03-24,Routine
176,280675,2017-05-08,Routine
176,269741,2017-01-06,Routine
176,266673,2016-09-30,Routine
176,215936,2016-04-25,Routine
176,199015,2015-09-30,Routine
176,198838,2015-02-18,Routine
176,174962,2014-07-08,Routine
176,174824,2014-01-27,Routine
176,180756,2013-07-31,Routine
176,82984,2013-03-28,Routine
176,88170,2012-09-13,Routine
176,88091,2012-06-08,Routine
176,38597,2012-02-15,Routine
176,95784,2011-08-23,Routine
176,95722,2011-05-02,Routine
176,67083,2011-01-18,Routine
176,70695,2010-07-26,Routine
176,37748,2010-03-03,Routine
176,37328,2009-07-08,Routine
176,37082,2009-03-05,Routine
176,36860,2008-11-04,Routine
176,1142,2008-06-27,Routine
176,863,2008-01-22,Routine
1762,269873,2017-05-19,Routine
1762,269740,2017-01-06,Routine
1762,216018,2016-09-16,Routine
1762,215941,2016-04-29,Routine
1762,199005,2015-09-18,Routine
1762,198874,2015-03-26,Routine
1762,174974,2014-07-30,Routine
1762,174867,2014-03-04,Routine
1762,180753,2013-07-23,Routine
1762,162762,2013-02-28,Routine
1762,156686,2012-11-12,Routine
1762,88134,2012-08-10,Routine
1762,88067,2012-04-26,Routine
1762,38477,2011-08-15,Routine
1763,256886,2017-07-11,Routine
1763,256708,2017-01-05,Routine
1763,243863,2016-07-06,Routine
1763,195198,2016-01-22,Routine
1763,215798,2015-09-15,Routine
1763,129805,2015-03-17,Routine
1763,198703,2014-08-04,Routine
1763,150919,2014-03-18,Routine
1763,174732,2013-07-01,Routine
1763,160758,2013-01-28,Routine
1763,162675,2012-11-06,Routine
1763,62877,2012-08-05,Routine
1763,62821,2012-03-04,Routine
1763,38476,2011-09-22,Routine
1764,256907,2017-08-03,Routine
1764,256747,2017-02-14,Routine
1764,269689,2016-10-24,Reinspection
1764,269686,2016-10-19,Routine
1764,215744,2015-07-06,Routine
1764,83512,2014-06-16,Routine
1764,174691,2013-04-19,Routine
1764,62863,2012-06-10,Routine
1765,130352,2016-03-18,Routine
1765,148708,2014-01-22,Routine
1765,74954,2012-04-23,Routine
1768,249993,2017-08-30,Routine
1768,231840,2016-02-19,Routine
1768,229680,2015-04-20,Routine
1768,194718,2014-04-08,Routine
1768,174794,2013-10-21,Routine
1768,156683,2012-11-06,Routine
177,259673,2016-09-27,Routine
177,194874,2014-11-05,Routine
177,82781,2012-10-02,Routine
177,80879,2010-08-20,Routine
177,32718,2008-08-15,Routine
1771,256834,2017-05-09,Routine
1771,195272,2016-04-07,Routine
1771,215737,2015-06-23,Routine
1771,198679,2014-07-08,Routine
1771,150910,2014-03-03,Routine
1771,166853,2013-11-19,Routine
1772,259938,2017-09-26,Routine
1772,235812,2016-06-16,Routine
1772,195064,2015-08-18,Routine
1772,170960,2014-09-24,Routine
1772,150862,2013-10-08,Routine
1772,160722,2012-12-06,Routine
1773,291673,2017-07-03,Routine
1773,243696,2016-02-17,Routine
1773,231701,2015-06-02,Routine
1773,180829,2014-02-12,Routine
1773,162774,2013-03-08,Routine
1773,82727,2012-08-21,Routine
1773,121691,2011-12-05,Routine
1779,285674,2017-05-31,Routine
1779,243693,2016-02-11,Routine
1779,231680,2015-04-27,Routine
1779,180897,2014-04-24,Routine
1779,166677,2013-02-05,Routine
1779,115904,2012-07-16,Routine
1781,259947,2017-10-05,Routine
1781,256673,2016-09-28,Routine
1781,195142,2015-11-06,Routine
1781,171007,2014-11-10,Routine
1781,83280,2013-09-27,Routine
1781,160732,2012-12-12,Routine
1787,287676,2017-06-12,Routine
1787,243767,2016-04-20,Routine
1787,231690,2015-05-12,Routine
1787,180895,2014-04-23,Routine
1787,166787,2013-08-05,Routine
1787,164668,2012-10-23,Routine
1789,231936,2016-08-22,Routine
1789,148715,2014-03-04,Routine
1789,82777,2012-09-27,Routine
1791,285673,2017-05-31,Routine
1791,215897,2016-02-23,Routine
1791,198947,2015-06-04,Routine
1791,174905,2014-04-14,Routine
1791,82965,2013-03-15,Routine
1791,38637,2012-05-04,Routine
1792,291675,2017-07-06,Routine
1792,256790,2017-03-30,Routine
1792,251738,2016-11-28,Routine
1792,243703,2016-02-19,Routine
1792,231777,2015-11-09,Routine
1792,181080,2015-02-20,Routine
1792,180986,2014-08-20,Routine
1792,180850,2014-03-04,Routine
1792,166857,2013-11-22,Routine
1792,166758,2013-06-27,Routine
1792,164676,2012-10-29,Routine
1792,115911,2012-07-19,Routine
1792,115819,2012-04-02,Routine
1793,259855,2017-05-22,Routine
1793,259732,2017-01-12,Routine
1793,235820,2016-06-28,Routine
1793,235685,2016-02-02,Routine
1793,195093,2015-09-24,Routine
1793,129854,2015-04-28,Routine
1793,170994,2014-10-27,Routine
1793,170861,2014-03-04,Routine
1793,150810,2013-06-27,Routine
1793,150738,2013-03-08,Routine
1793,121975,2012-10-09,Routine
1793,121871,2012-05-23,Routine
1793,121758,2012-02-16,Routine
1794,275817,2017-06-19,Routine
1794,243890,2016-07-27,Routine
1794,229675,2015-04-13,Routine
1794,194763,2014-06-06,Routine
1794,170743,2013-07-19,Routine
1795,293680,2017-08-07,Routine
1795,243762,2016-04-18,Routine
1795,231718,2015-07-06,Routine
1795,83469,2014-04-24,Routine
1795,166780,2013-07-26,Routine
1795,115835,2012-04-20,Routine
1796,249925,2017-07-24,Routine
1796,130436,2016-06-15,Routine
1796,195047,2015-08-05,Routine
1796,83496,2014-06-09,Routine
1796,83123,2013-06-25,Routine
1796,160740,2012-12-20,Routine
1797,256865,2017-06-16,Routine
1797,249886,2017-06-16,Routine
1797,130027,2015-08-05,Routine
1797,83165,2013-07-18,Routine
1797,142670,2012-10-01,Routine
1798,275772,2017-05-18,Routine
1798,130275,2016-01-27,Routine
1798,207675,2015-02-18,Routine
1798,180894,2014-04-21,Routine
1798,166727,2013-04-02,Routine
1798,115895,2012-06-27,Routine
1799,231938,2016-08-29,Routine
1799,83428,2014-02-21,Routine
1799,82858,2012-11-30,Routine
18,291680,2017-07-13,Routine
18,266776,2017-03-01,Routine
18,251696,2016-10-20,Routine
18,243676,2016-01-29,Routine
18,231763,2015-10-20,Routine
18,198921,2015-05-07,Routine
18,194897,2014-12-05,Routine
18,194670,2014-02-12,Routine
18,170764,2013-08-21,Routine
18,170676,2013-03-20,Routine
18,82783,2012-10-02,Routine
18,95973,2012-06-06,Routine
18,95851,2012-01-31,Routine
18,95760,2011-07-26,Routine
18,67095,2011-01-25,Routine
18,80867,2010-07-16,Routine
18,80701,2010-01-08,Routine
18,40796,2009-05-14,Routine
18,40720,2009-01-06,Routine
18,36723,2008-09-04,Routine
18,1104,2008-06-12,Routine
1801,259936,2017-09-24,Routine
1801,235877,2016-08-28,Routine
1801,130083,2015-08-29,Routine
1801,129674,2014-09-28,Routine
1801,83358,2013-11-24,Routine
1801,160674,2012-10-29,Routine
1802,275794,2017-06-05,Routine
1802,243791,2016-05-10,Routine
1802,231668,2015-04-06,Routine
1802,180902,2014-05-02,Routine
1802,166706,2013-03-06,Routine
1802,164703,2012-11-28,Routine
1806,275872,2017-08-14,Routine
1806,243854,2016-06-30,Routine
1806,229711,2015-06-15,Routine
1806,194757,2014-05-27,Routine
1806,83099,2013-06-18,Routine
1808,243684,2016-02-04,Routine
1808,198759,2014-10-09,Routine
1808,38621,2012-03-28,Routine
1811,269994,2017-09-27,Reinspection
1811,269993,2017-09-26,Routine
1811,215973,2016-06-30,Routine
1811,130019,2015-07-30,Routine
1811,174942,2014-05-29,Routine
1811,180695,2013-04-29,Routine
1814,276938,2017-11-06,Routine
1814,251675,2016-09-29,Routine
1814,194707,2014-03-27,Routine
1814,83015,2013-04-25,Routine
1814,82855,2012-11-27,Routine
1818,256905,2017-07-31,Routine
1818,256734,2017-02-02,Routine
1818,195375,2016-08-31,Routine
1818,195240,2016-02-29,Routine
1818,215789,2015-09-03,Routine
1818,215684,2015-03-26,Routine
1818,194827,2014-09-17,Routine
1818,194675,2014-02-20,Routine
1818,170770,2013-09-05,Routine
1818,82948,2013-03-07,Routine
1818,150692,2012-11-16,Routine
1818,96005,2012-08-08,Routine
182,295719,2017-09-28,Routine
182,243797,2016-05-12,Routine
182,231746,2015-09-22,Routine
182,180989,2014-08-26,Routine
182,166824,2013-10-02,Routine
182,140695,2012-10-02,Routine
182,74847,2011-03-31,Routine
182,80885,2010-08-27,Routine
182,40774,2009-03-30,Routine
182,36706,2008-09-02,Routine
1820,269906,2017-06-26,Routine
1820,269783,2017-02-22,Routine
1820,257673,2016-09-27,Reinspection
1820,216011,2016-09-01,Routine
1820,215922,2016-04-04,Routine
1820,199064,2015-11-05,Routine
1820,198800,2015-01-13,Routine
1820,194848,2014-10-01,Routine
1820,194667,2014-02-10,Routine
1820,170796,2013-10-15,Routine
1820,170690,2013-04-04,Routine
1820,150688,2012-11-13,Routine
1820,96001,2012-08-07,Routine
1821,291699,2017-08-16,Routine
1821,269808,2017-03-20,Routine
1821,243902,2016-08-08,Routine
1821,243781,2016-05-02,Routine
1821,130225,2015-12-15,Routine
1821,194921,2015-01-23,Routine
1821,180956,2014-07-14,Routine
1821,180818,2014-01-29,Routine
1821,166785,2013-08-02,Routine
1821,166723,2013-04-01,Routine
1822,275812,2017-06-15,Routine
1822,251697,2016-10-21,Routine
1822,243881,2016-07-21,Routine
1822,130066,2015-08-26,Routine
1822,181070,2015-02-09,Routine
1822,194867,2014-10-24,Routine
1822,194686,2014-03-03,Routine
1822,170777,2013-09-16,Routine
1822,170698,2013-04-16,Routine
1822,150690,2012-11-14,Routine
1822,96007,2012-08-13,Routine
183,256858,2017-06-13,Routine
183,195301,2016-05-19,Reinspection
183,195281,2016-04-19,Routine
183,215763,2015-07-28,Routine
183,198690,2014-07-16,Routine
183,83172,2013-07-26,Routine
183,136721,2012-09-24,Routine
183,95776,2011-08-11,Routine
183,80881,2010-08-23,Routine
183,80689,2009-11-19,Routine
183,16689,2008-03-10,Routine
1832,249901,2017-06-27,Routine
1832,243776,2016-04-26,Routine
1832,231712,2015-06-18,Routine
1832,83537,2014-06-30,Routine
1832,83265,2013-09-20,Routine
1836,275806,2017-06-13,Routine
1836,207693,2015-03-26,Routine
1836,148696,2013-06-17,Routine
1837,293706,2017-09-06,Routine
1837,130409,2016-05-20,Routine
1837,231725,2015-07-16,Routine
1837,180921,2014-05-21,Routine
1837,166766,2013-07-11,Routine
184,275875,2017-08-15,Routine
184,275704,2017-03-20,Routine
184,231948,2016-09-14,Routine
184,231885,2016-05-12,Routine
184,199052,2015-10-26,Routine
184,194912,2015-01-09,Reinspection
184,194910,2015-01-08,Reinspection
184,194894,2014-12-03,Routine
184,83395,2013-12-09,Routine
184,96010,2012-08-21,Routine
184,74911,2011-08-16,Routine
184,74796,2010-12-06,Routine
184,74731,2010-05-25,Routine
184,68696,2009-03-09,Routine
184,54672,2008-09-03,Routine
1840,256818,2017-04-18,Routine
1840,195269,2016-04-04,Routine
1840,129970,2015-06-24,Routine
1840,150938,2014-04-18,Routine
